template_id,segment_id,segment_name,lifecycle_stage,goal,theme,variant,message_title_en,message_title_hi,message_body_en,message_body_hi,cta_text_en,cta_text_hi,tone,hook,feature_reference,weight
TPL_0104,1,At-Risk Users,churned,re_engagement,loss_avoidance,4,❗ Your progress is at risk!,❗ Progress khatrey mein!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,loss_avoidance,Ai Tutor,1.0
TPL_0105,1,At-Risk Users,churned,re_engagement,loss_avoidance,5,🚨 Last chance!,🚨 Aakhri mauka!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,loss_avoidance,Leaderboard,1.0
TPL_0106,1,At-Risk Users,churned,re_engagement,scarcity,1,⏳ Limited time!,⏳ Simit samay!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,scarcity,Core Feature,1.0
TPL_0107,1,At-Risk Users,churned,re_engagement,scarcity,2,🔥 Ending soon!,🔥 Jaldi khatam!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,scarcity,User Dashboard,1.0
TPL_0108,1,At-Risk Users,churned,re_engagement,scarcity,3,⚡ Today only!,⚡ Sirf aaj!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,scarcity,Notifications,1.0
TPL_0109,1,At-Risk Users,churned,re_engagement,scarcity,4,🎯 Don't wait!,🎯 Wait mat karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,scarcity,Ai Tutor,1.0
TPL_0110,1,At-Risk Users,churned,re_engagement,scarcity,5,⏰ Hurry!,⏰ Jaldi karo!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,scarcity,Leaderboard,1.0
TPL_0111,1,At-Risk Users,inactive,activation,loss_avoidance,1,⚠️ Don't miss out!,⚠️ Miss mat karo!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,loss_avoidance,Core Feature,2.0
TPL_0112,1,At-Risk Users,inactive,activation,loss_avoidance,2,🔔 Time is running out!,🔔 Time khatam ho raha!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,loss_avoidance,User Dashboard,1.0
TPL_0113,1,At-Risk Users,inactive,activation,loss_avoidance,3,⏰ Act before it's late!,⏰ Der se pehle karo!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,loss_avoidance,Notifications,1.0
TPL_0114,1,At-Risk Users,inactive,activation,loss_avoidance,4,❗ Your progress is at risk!,❗ Progress khatrey mein!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,loss_avoidance,Ai Tutor,1.0
TPL_0115,1,At-Risk Users,inactive,activation,loss_avoidance,5,🚨 Last chance!,🚨 Aakhri mauka!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,loss_avoidance,Leaderboard,1.0
TPL_0116,1,At-Risk Users,inactive,activation,scarcity,1,⏳ Limited time!,⏳ Simit samay!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,scarcity,Core Feature,1.0
TPL_0117,1,At-Risk Users,inactive,activation,scarcity,2,🔥 Ending soon!,🔥 Jaldi khatam!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,scarcity,User Dashboard,1.0
TPL_0118,1,At-Risk Users,inactive,activation,scarcity,3,⚡ Today only!,⚡ Sirf aaj!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,scarcity,Notifications,1.0
TPL_0119,1,At-Risk Users,inactive,activation,scarcity,4,🎯 Don't wait!,🎯 Wait mat karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,scarcity,Ai Tutor,1.0
TPL_0120,1,At-Risk Users,inactive,activation,scarcity,5,⏰ Hurry!,⏰ Jaldi karo!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,scarcity,Leaderboard,1.0
TPL_0121,1,At-Risk Users,paid,advocacy,loss_avoidance,1,⚠️ Don't miss out!,⚠️ Miss mat karo!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,loss_avoidance,Core Feature,1.0
TPL_0122,1,At-Risk Users,paid,advocacy,loss_avoidance,2,🔔 Time is running out!,🔔 Time khatam ho raha!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,loss_avoidance,User Dashboard,1.0
TPL_0123,1,At-Risk Users,paid,advocacy,loss_avoidance,3,⏰ Act before it's late!,⏰ Der se pehle karo!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,loss_avoidance,Notifications,1.0
TPL_0124,1,At-Risk Users,paid,advocacy,loss_avoidance,4,❗ Your progress is at risk!,❗ Progress khatrey mein!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,loss_avoidance,Ai Tutor,1.0
TPL_0125,1,At-Risk Users,paid,advocacy,loss_avoidance,5,🚨 Last chance!,🚨 Aakhri mauka!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,loss_avoidance,Leaderboard,1.0
TPL_0126,1,At-Risk Users,paid,advocacy,scarcity,1,⏳ Limited time!,⏳ Simit samay!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,scarcity,Core Feature,1.0
TPL_0127,1,At-Risk Users,paid,advocacy,scarcity,2,🔥 Ending soon!,🔥 Jaldi khatam!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,scarcity,User Dashboard,1.0
TPL_0128,1,At-Risk Users,paid,advocacy,scarcity,3,⚡ Today only!,⚡ Sirf aaj!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,scarcity,Notifications,1.0
TPL_0129,1,At-Risk Users,paid,advocacy,scarcity,4,🎯 Don't wait!,🎯 Wait mat karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,scarcity,Ai Tutor,1.0
TPL_0130,1,At-Risk Users,paid,advocacy,scarcity,5,⏰ Hurry!,⏰ Jaldi karo!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,scarcity,Leaderboard,1.0
TPL_0131,1,At-Risk Users,paid,deepening,loss_avoidance,1,⚠️ Don't miss out!,⚠️ Miss mat karo!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,loss_avoidance,Core Feature,1.0
TPL_0132,1,At-Risk Users,paid,deepening,loss_avoidance,2,🔔 Time is running out!,🔔 Time khatam ho raha!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,loss_avoidance,User Dashboard,1.0
TPL_0133,1,At-Risk Users,paid,deepening,loss_avoidance,3,⏰ Act before it's late!,⏰ Der se pehle karo!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,loss_avoidance,Notifications,1.0
TPL_0134,1,At-Risk Users,paid,deepening,loss_avoidance,4,❗ Your progress is at risk!,❗ Progress khatrey mein!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,loss_avoidance,Ai Tutor,1.0
TPL_0135,1,At-Risk Users,paid,deepening,loss_avoidance,5,🚨 Last chance!,🚨 Aakhri mauka!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,loss_avoidance,Leaderboard,1.0
TPL_0136,1,At-Risk Users,paid,deepening,scarcity,1,⏳ Limited time!,⏳ Simit samay!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,scarcity,Core Feature,1.0
TPL_0137,1,At-Risk Users,paid,deepening,scarcity,2,🔥 Ending soon!,🔥 Jaldi khatam!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,scarcity,User Dashboard,1.0
TPL_0138,1,At-Risk Users,paid,deepening,scarcity,3,⚡ Today only!,⚡ Sirf aaj!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,scarcity,Notifications,1.0
TPL_0139,1,At-Risk Users,paid,deepening,scarcity,4,🎯 Don't wait!,🎯 Wait mat karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,scarcity,Ai Tutor,1.0
TPL_0140,1,At-Risk Users,paid,deepening,scarcity,5,⏰ Hurry!,⏰ Jaldi karo!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,scarcity,Leaderboard,1.0
TPL_0141,1,At-Risk Users,paid,expansion,loss_avoidance,1,⚠️ Don't miss out!,⚠️ Miss mat karo!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,loss_avoidance,Core Feature,1.0
TPL_0142,1,At-Risk Users,paid,expansion,loss_avoidance,2,🔔 Time is running out!,🔔 Time khatam ho raha!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,loss_avoidance,User Dashboard,1.0
TPL_0143,1,At-Risk Users,paid,expansion,loss_avoidance,3,⏰ Act before it's late!,⏰ Der se pehle karo!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,loss_avoidance,Notifications,1.0
TPL_0144,1,At-Risk Users,paid,expansion,loss_avoidance,4,❗ Your progress is at risk!,❗ Progress khatrey mein!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,loss_avoidance,Ai Tutor,1.0
TPL_0145,1,At-Risk Users,paid,expansion,loss_avoidance,5,🚨 Last chance!,🚨 Aakhri mauka!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,loss_avoidance,Leaderboard,1.0
TPL_0146,1,At-Risk Users,paid,expansion,scarcity,1,⏳ Limited time!,⏳ Simit samay!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,scarcity,Core Feature,1.0
TPL_0147,1,At-Risk Users,paid,expansion,scarcity,2,🔥 Ending soon!,🔥 Jaldi khatam!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,scarcity,User Dashboard,1.0
TPL_0148,1,At-Risk Users,paid,expansion,scarcity,3,⚡ Today only!,⚡ Sirf aaj!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,scarcity,Notifications,1.0
TPL_0149,1,At-Risk Users,paid,expansion,scarcity,4,🎯 Don't wait!,🎯 Wait mat karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,scarcity,Ai Tutor,1.0
TPL_0150,1,At-Risk Users,paid,expansion,scarcity,5,⏰ Hurry!,⏰ Jaldi karo!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,scarcity,Leaderboard,1.0
TPL_0151,1,At-Risk Users,paid,retention,loss_avoidance,1,⚠️ Don't miss out!,⚠️ Miss mat karo!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,loss_avoidance,Core Feature,1.0
TPL_0152,1,At-Risk Users,paid,retention,loss_avoidance,2,🔔 Time is running out!,🔔 Time khatam ho raha!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,loss_avoidance,User Dashboard,1.0
TPL_0153,1,At-Risk Users,paid,retention,loss_avoidance,3,⏰ Act before it's late!,⏰ Der se pehle karo!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,loss_avoidance,Notifications,1.0
TPL_0154,1,At-Risk Users,paid,retention,loss_avoidance,4,❗ Your progress is at risk!,❗ Progress khatrey mein!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,loss_avoidance,Ai Tutor,1.0
TPL_0155,1,At-Risk Users,paid,retention,loss_avoidance,5,🚨 Last chance!,🚨 Aakhri mauka!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,loss_avoidance,Leaderboard,1.0
TPL_0156,1,At-Risk Users,paid,retention,scarcity,1,⏳ Limited time!,⏳ Simit samay!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,scarcity,Core Feature,1.0
TPL_0157,1,At-Risk Users,paid,retention,scarcity,2,🔥 Ending soon!,🔥 Jaldi khatam!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,scarcity,User Dashboard,1.0
TPL_0158,1,At-Risk Users,paid,retention,scarcity,3,⚡ Today only!,⚡ Sirf aaj!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,scarcity,Notifications,1.0
TPL_0159,1,At-Risk Users,paid,retention,scarcity,4,🎯 Don't wait!,🎯 Wait mat karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,scarcity,Ai Tutor,1.0
TPL_0160,1,At-Risk Users,paid,retention,scarcity,5,⏰ Hurry!,⏰ Jaldi karo!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,scarcity,Leaderboard,1.0
TPL_0162,1,At-Risk Users,trial,activation,loss_avoidance,2,🔔 Time is running out!,🔔 Time khatam ho raha!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,loss_avoidance,User Dashboard,1.0
TPL_0163,1,At-Risk Users,trial,activation,loss_avoidance,3,⏰ Act before it's late!,⏰ Der se pehle karo!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,loss_avoidance,Notifications,1.0
TPL_0164,1,At-Risk Users,trial,activation,loss_avoidance,4,❗ Your progress is at risk!,❗ Progress khatrey mein!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,loss_avoidance,Ai Tutor,1.0
TPL_0165,1,At-Risk Users,trial,activation,loss_avoidance,5,🚨 Last chance!,🚨 Aakhri mauka!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,loss_avoidance,Leaderboard,1.0
TPL_0166,1,At-Risk Users,trial,activation,scarcity,1,⏳ Limited time!,⏳ Simit samay!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,scarcity,Core Feature,1.0
TPL_0167,1,At-Risk Users,trial,activation,scarcity,2,🔥 Ending soon!,🔥 Jaldi khatam!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,scarcity,User Dashboard,1.0
TPL_0168,1,At-Risk Users,trial,activation,scarcity,3,⚡ Today only!,⚡ Sirf aaj!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,scarcity,Notifications,1.0
TPL_0169,1,At-Risk Users,trial,activation,scarcity,4,🎯 Don't wait!,🎯 Wait mat karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,scarcity,Ai Tutor,1.0
TPL_0170,1,At-Risk Users,trial,activation,scarcity,5,⏰ Hurry!,⏰ Jaldi karo!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,scarcity,Leaderboard,1.0
TPL_0171,1,At-Risk Users,trial,conversion_readiness,loss_avoidance,1,⚠️ Don't miss out!,⚠️ Miss mat karo!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,loss_avoidance,Core Feature,1.0
TPL_0172,1,At-Risk Users,trial,conversion_readiness,loss_avoidance,2,🔔 Time is running out!,🔔 Time khatam ho raha!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,loss_avoidance,User Dashboard,1.0
TPL_0173,1,At-Risk Users,trial,conversion_readiness,loss_avoidance,3,⏰ Act before it's late!,⏰ Der se pehle karo!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,loss_avoidance,Notifications,1.0
TPL_0174,1,At-Risk Users,trial,conversion_readiness,loss_avoidance,4,❗ Your progress is at risk!,❗ Progress khatrey mein!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,loss_avoidance,Ai Tutor,1.0
TPL_0175,1,At-Risk Users,trial,conversion_readiness,loss_avoidance,5,🚨 Last chance!,🚨 Aakhri mauka!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,loss_avoidance,Leaderboard,1.0
TPL_0176,1,At-Risk Users,trial,conversion_readiness,scarcity,1,⏳ Limited time!,⏳ Simit samay!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,scarcity,Core Feature,1.0
TPL_0177,1,At-Risk Users,trial,conversion_readiness,scarcity,2,🔥 Ending soon!,🔥 Jaldi khatam!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,scarcity,User Dashboard,1.0
TPL_0178,1,At-Risk Users,trial,conversion_readiness,scarcity,3,⚡ Today only!,⚡ Sirf aaj!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,scarcity,Notifications,1.0
TPL_0179,1,At-Risk Users,trial,conversion_readiness,scarcity,4,🎯 Don't wait!,🎯 Wait mat karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,scarcity,Ai Tutor,1.0
TPL_0180,1,At-Risk Users,trial,conversion_readiness,scarcity,5,⏰ Hurry!,⏰ Jaldi karo!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,scarcity,Leaderboard,1.0
TPL_0181,1,At-Risk Users,trial,feature_discovery,loss_avoidance,1,⚠️ Don't miss out!,⚠️ Miss mat karo!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,loss_avoidance,Core Feature,1.0
TPL_0182,1,At-Risk Users,trial,feature_discovery,loss_avoidance,2,🔔 Time is running out!,🔔 Time khatam ho raha!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,loss_avoidance,User Dashboard,1.0
TPL_0183,1,At-Risk Users,trial,feature_discovery,loss_avoidance,3,⏰ Act before it's late!,⏰ Der se pehle karo!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,loss_avoidance,Notifications,1.0
TPL_0184,1,At-Risk Users,trial,feature_discovery,loss_avoidance,4,❗ Your progress is at risk!,❗ Progress khatrey mein!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,loss_avoidance,Ai Tutor,1.0
TPL_0185,1,At-Risk Users,trial,feature_discovery,loss_avoidance,5,🚨 Last chance!,🚨 Aakhri mauka!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,loss_avoidance,Leaderboard,1.0
TPL_0186,1,At-Risk Users,trial,feature_discovery,scarcity,1,⏳ Limited time!,⏳ Simit samay!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,scarcity,Core Feature,1.0
TPL_0187,1,At-Risk Users,trial,feature_discovery,scarcity,2,🔥 Ending soon!,🔥 Jaldi khatam!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,scarcity,User Dashboard,1.0
TPL_0188,1,At-Risk Users,trial,feature_discovery,scarcity,3,⚡ Today only!,⚡ Sirf aaj!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,scarcity,Notifications,1.0
TPL_0189,1,At-Risk Users,trial,feature_discovery,scarcity,4,🎯 Don't wait!,🎯 Wait mat karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,scarcity,Ai Tutor,1.0
TPL_0190,1,At-Risk Users,trial,feature_discovery,scarcity,5,⏰ Hurry!,⏰ Jaldi karo!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,scarcity,Leaderboard,1.0
TPL_0191,1,At-Risk Users,trial,habit_formation,loss_avoidance,1,⚠️ Don't miss out!,⚠️ Miss mat karo!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,loss_avoidance,Core Feature,1.0
TPL_0192,1,At-Risk Users,trial,habit_formation,loss_avoidance,2,🔔 Time is running out!,🔔 Time khatam ho raha!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,loss_avoidance,User Dashboard,1.0
TPL_0193,1,At-Risk Users,trial,habit_formation,loss_avoidance,3,⏰ Act before it's late!,⏰ Der se pehle karo!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,loss_avoidance,Notifications,1.0
TPL_0194,1,At-Risk Users,trial,habit_formation,loss_avoidance,4,❗ Your progress is at risk!,❗ Progress khatrey mein!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,loss_avoidance,Ai Tutor,1.0
TPL_0195,1,At-Risk Users,trial,habit_formation,loss_avoidance,5,🚨 Last chance!,🚨 Aakhri mauka!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,loss_avoidance,Leaderboard,1.0
TPL_0196,1,At-Risk Users,trial,habit_formation,scarcity,1,⏳ Limited time!,⏳ Simit samay!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,scarcity,Core Feature,1.0
TPL_0197,1,At-Risk Users,trial,habit_formation,scarcity,2,🔥 Ending soon!,🔥 Jaldi khatam!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,scarcity,User Dashboard,1.0
TPL_0198,1,At-Risk Users,trial,habit_formation,scarcity,3,⚡ Today only!,⚡ Sirf aaj!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,scarcity,Notifications,1.0
TPL_0199,1,At-Risk Users,trial,habit_formation,scarcity,4,🎯 Don't wait!,🎯 Wait mat karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,scarcity,Ai Tutor,1.0
TPL_0200,1,At-Risk Users,trial,habit_formation,scarcity,5,⏰ Hurry!,⏰ Jaldi karo!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,scarcity,Leaderboard,1.0
TPL_0201,2,Social Engagers,churned,re_engagement,accomplishment,1,🎯 Keep going!,🎯 Aage badho!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,accomplishment,Core Feature,1.0
TPL_0202,2,Social Engagers,churned,re_engagement,accomplishment,2,🏆 Great progress!,🏆 Badiya progress!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,accomplishment,User Dashboard,1.0
