template_id,segment_id,segment_name,lifecycle_stage,goal,theme,language,content,tone,hook,feature_reference
T0188,2,Segment 2,churned,re_engagement,unpredictability,en,Unlock a surprise reward after your next exercise!,curious,unpredictability,exercises
T0188_hi,2,Segment 2,churned,re_engagement,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,curious,unpredictability,exercises
T0189,2,Segment 2,churned,re_engagement,unpredictability,en,What's your speaking score today? Find out!,curious,unpredictability,exercises
T0189_hi,2,Segment 2,churned,re_engagement,unpredictability,hi,What's आपका बोलना score आज? Find out!,curious,unpredictability,exercises
T0190,2,Segment 2,churned,re_engagement,unpredictability,en,Explore new practice scenarios—start now!,curious,unpredictability,exercises
T0190_hi,2,Segment 2,churned,re_engagement,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,curious,unpredictability,exercises
T0191,2,Segment 2,inactive,activation,unpredictability,en,Discover a new speaking exercise today!,curious,unpredictability,exercises
T0191_hi,2,Segment 2,inactive,activation,unpredictability,hi,Discover a new बोलना अभ्यास आज!,curious,unpredictability,exercises
T0192,2,Segment 2,inactive,activation,unpredictability,en,Try the AI tutor—see how it helps!,curious,unpredictability,exercises
T0192_hi,2,Segment 2,inactive,activation,unpredictability,hi,आज Try the AI tutor—see how it helps!,curious,unpredictability,exercises
T0193,2,Segment 2,inactive,activation,unpredictability,en,Unlock a surprise reward after your next exercise!,curious,unpredictability,exercises
T0193_hi,2,Segment 2,inactive,activation,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,curious,unpredictability,exercises
T0194,2,Segment 2,inactive,activation,unpredictability,en,What's your speaking score today? Find out!,curious,unpredictability,exercises
T0194_hi,2,Segment 2,inactive,activation,unpredictability,hi,What's आपका बोलना score आज? Find out!,curious,unpredictability,exercises
T0195,2,Segment 2,inactive,activation,unpredictability,en,Explore new practice scenarios—start now!,curious,unpredictability,exercises
T0195_hi,2,Segment 2,inactive,activation,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,curious,unpredictability,exercises
T0196,2,Segment 2,inactive,activation,epic_meaning,en,Join 1M+ Indians becoming confident speakers!,aspirational,epic_meaning,exercises
T0196_hi,2,Segment 2,inactive,activation,epic_meaning,hi,आज Join 1M+ Indians becoming confident speakers!,aspirational,epic_meaning,exercises
T0197,2,Segment 2,inactive,activation,epic_meaning,en,Be part of the English learning revolution!,aspirational,epic_meaning,exercises
T0197_hi,2,Segment 2,inactive,activation,epic_meaning,hi,Be part of the अंग्रेजी सीखेंing revolution!,aspirational,epic_meaning,exercises
T0198,2,Segment 2,inactive,activation,epic_meaning,en,Transform your career—practice speaking today!,aspirational,epic_meaning,exercises
T0198_hi,2,Segment 2,inactive,activation,epic_meaning,hi,Transform आपका career—अभ्यास करें बोलना आज!,aspirational,epic_meaning,exercises
T0199,2,Segment 2,inactive,activation,epic_meaning,en,Join thousands improving their English daily!,aspirational,epic_meaning,exercises
T0199_hi,2,Segment 2,inactive,activation,epic_meaning,hi,Join thousands improving their अंग्रेजी daily!,aspirational,epic_meaning,exercises
T0200,2,Segment 2,inactive,activation,epic_meaning,en,Your journey to fluency starts today!,aspirational,epic_meaning,exercises
T0200_hi,2,Segment 2,inactive,activation,epic_meaning,hi,Your journey to fluency starts आज!,aspirational,epic_meaning,exercises
T0201,2,Segment 2,paid,advocacy,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,celebratory,accomplishment,exercises
T0201_hi,2,Segment 2,paid,advocacy,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,celebratory,accomplishment,exercises
T0202,2,Segment 2,paid,advocacy,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,celebratory,accomplishment,exercises
T0202_hi,2,Segment 2,paid,advocacy,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,celebratory,accomplishment,exercises
T0203,2,Segment 2,paid,advocacy,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,celebratory,accomplishment,exercises
T0203_hi,2,Segment 2,paid,advocacy,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,celebratory,accomplishment,exercises
T0204,2,Segment 2,paid,advocacy,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,celebratory,accomplishment,exercises
T0204_hi,2,Segment 2,paid,advocacy,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,celebratory,accomplishment,exercises
T0205,2,Segment 2,paid,advocacy,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,celebratory,accomplishment,exercises
T0205_hi,2,Segment 2,paid,advocacy,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,celebratory,accomplishment,exercises
T0206,2,Segment 2,paid,advocacy,ownership,en,Your {coins_balance} coins—use them wisely!,celebratory,ownership,exercises
T0206_hi,2,Segment 2,paid,advocacy,ownership,hi,Your {सिक्के_balance} सिक्के—use them wisely!,celebratory,ownership,exercises
T0207,2,Segment 2,paid,advocacy,ownership,en,You've built a {streak_current}-day streak—it's yours!,celebratory,ownership,exercises
T0207_hi,2,Segment 2,paid,advocacy,ownership,hi,You've built a {स्ट्रीक_current}-दिन स्ट्रीक—it's आपकाs!,celebratory,ownership,exercises
T0208,2,Segment 2,paid,advocacy,ownership,en,"Your progress, your achievement—keep building!",celebratory,ownership,exercises
T0208_hi,2,Segment 2,paid,advocacy,ownership,hi,"Your progress, आपका achievement—keep building!",celebratory,ownership,exercises
T0209,2,Segment 2,paid,advocacy,ownership,en,You own {coins_balance} coins—earn more today!,celebratory,ownership,exercises
T0209_hi,2,Segment 2,paid,advocacy,ownership,hi,You own {सिक्के_balance} सिक्के—earn more आज!,celebratory,ownership,exercises
T0210,2,Segment 2,paid,advocacy,ownership,en,Your learning journey—make it count today!,celebratory,ownership,exercises
T0210_hi,2,Segment 2,paid,advocacy,ownership,hi,Your सीखेंing journey—make it count आज!,celebratory,ownership,exercises
T0211,2,Segment 2,paid,expansion,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,celebratory,accomplishment,leaderboard
T0211_hi,2,Segment 2,paid,expansion,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,celebratory,accomplishment,leaderboard
T0212,2,Segment 2,paid,expansion,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,celebratory,accomplishment,leaderboard
T0212_hi,2,Segment 2,paid,expansion,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,celebratory,accomplishment,leaderboard
T0213,2,Segment 2,paid,expansion,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,celebratory,accomplishment,leaderboard
T0213_hi,2,Segment 2,paid,expansion,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,celebratory,accomplishment,leaderboard
T0214,2,Segment 2,paid,expansion,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,celebratory,accomplishment,leaderboard
T0214_hi,2,Segment 2,paid,expansion,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,celebratory,accomplishment,leaderboard
T0215,2,Segment 2,paid,expansion,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,celebratory,accomplishment,leaderboard
T0215_hi,2,Segment 2,paid,expansion,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,celebratory,accomplishment,leaderboard
T0216,2,Segment 2,paid,expansion,ownership,en,Your {coins_balance} coins—use them wisely!,celebratory,ownership,leaderboard
T0216_hi,2,Segment 2,paid,expansion,ownership,hi,Your {सिक्के_balance} सिक्के—use them wisely!,celebratory,ownership,leaderboard
T0217,2,Segment 2,paid,expansion,ownership,en,You've built a {streak_current}-day streak—it's yours!,celebratory,ownership,leaderboard
T0217_hi,2,Segment 2,paid,expansion,ownership,hi,You've built a {स्ट्रीक_current}-दिन स्ट्रीक—it's आपकाs!,celebratory,ownership,leaderboard
T0218,2,Segment 2,paid,expansion,ownership,en,"Your progress, your achievement—keep building!",celebratory,ownership,leaderboard
T0218_hi,2,Segment 2,paid,expansion,ownership,hi,"Your progress, आपका achievement—keep building!",celebratory,ownership,leaderboard
T0219,2,Segment 2,paid,expansion,ownership,en,You own {coins_balance} coins—earn more today!,celebratory,ownership,leaderboard
T0219_hi,2,Segment 2,paid,expansion,ownership,hi,You own {सिक्के_balance} सिक्के—earn more आज!,celebratory,ownership,leaderboard
T0220,2,Segment 2,paid,expansion,ownership,en,Your learning journey—make it count today!,celebratory,ownership,leaderboard
T0220_hi,2,Segment 2,paid,expansion,ownership,hi,Your सीखेंing journey—make it count आज!,celebratory,ownership,leaderboard
T0221,2,Segment 2,paid,retention,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,celebratory,accomplishment,exercises
T0221_hi,2,Segment 2,paid,retention,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,celebratory,accomplishment,exercises
T0222,2,Segment 2,paid,retention,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,celebratory,accomplishment,exercises
T0222_hi,2,Segment 2,paid,retention,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,celebratory,accomplishment,exercises
T0223,2,Segment 2,paid,retention,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,celebratory,accomplishment,exercises
T0223_hi,2,Segment 2,paid,retention,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,celebratory,accomplishment,exercises
T0224,2,Segment 2,paid,retention,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,celebratory,accomplishment,exercises
T0224_hi,2,Segment 2,paid,retention,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,celebratory,accomplishment,exercises
T0225,2,Segment 2,paid,retention,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,celebratory,accomplishment,exercises
T0225_hi,2,Segment 2,paid,retention,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,celebratory,accomplishment,exercises
T0226,2,Segment 2,paid,retention,ownership,en,Your {coins_balance} coins—use them wisely!,celebratory,ownership,exercises
T0226_hi,2,Segment 2,paid,retention,ownership,hi,Your {सिक्के_balance} सिक्के—use them wisely!,celebratory,ownership,exercises
T0227,2,Segment 2,paid,retention,ownership,en,You've built a {streak_current}-day streak—it's yours!,celebratory,ownership,exercises
T0227_hi,2,Segment 2,paid,retention,ownership,hi,You've built a {स्ट्रीक_current}-दिन स्ट्रीक—it's आपकाs!,celebratory,ownership,exercises
T0228,2,Segment 2,paid,retention,ownership,en,"Your progress, your achievement—keep building!",celebratory,ownership,exercises
T0228_hi,2,Segment 2,paid,retention,ownership,hi,"Your progress, आपका achievement—keep building!",celebratory,ownership,exercises
T0229,2,Segment 2,paid,retention,ownership,en,You own {coins_balance} coins—earn more today!,celebratory,ownership,exercises
T0229_hi,2,Segment 2,paid,retention,ownership,hi,You own {सिक्के_balance} सिक्के—earn more आज!,celebratory,ownership,exercises
T0230,2,Segment 2,paid,retention,ownership,en,Your learning journey—make it count today!,celebratory,ownership,exercises
T0230_hi,2,Segment 2,paid,retention,ownership,hi,Your सीखेंing journey—make it count आज!,celebratory,ownership,exercises
T0231,2,Segment 2,trial,activation,unpredictability,en,Discover a new speaking exercise today!,inviting,unpredictability,exercises
T0231_hi,2,Segment 2,trial,activation,unpredictability,hi,Discover a new बोलना अभ्यास आज!,inviting,unpredictability,exercises
T0232,2,Segment 2,trial,activation,unpredictability,en,Try the AI tutor—see how it helps!,inviting,unpredictability,exercises
T0232_hi,2,Segment 2,trial,activation,unpredictability,hi,आज Try the AI tutor—see how it helps!,inviting,unpredictability,exercises
T0233,2,Segment 2,trial,activation,unpredictability,en,Unlock a surprise reward after your next exercise!,inviting,unpredictability,exercises
T0233_hi,2,Segment 2,trial,activation,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,inviting,unpredictability,exercises
T0234,2,Segment 2,trial,activation,unpredictability,en,What's your speaking score today? Find out!,inviting,unpredictability,exercises
T0234_hi,2,Segment 2,trial,activation,unpredictability,hi,What's आपका बोलना score आज? Find out!,inviting,unpredictability,exercises
T0235,2,Segment 2,trial,activation,unpredictability,en,Explore new practice scenarios—start now!,inviting,unpredictability,exercises
T0235_hi,2,Segment 2,trial,activation,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,inviting,unpredictability,exercises
T0236,2,Segment 2,trial,activation,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,encouraging,accomplishment,exercises
T0236_hi,2,Segment 2,trial,activation,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,encouraging,accomplishment,exercises
T0237,2,Segment 2,trial,activation,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,encouraging,accomplishment,exercises
T0237_hi,2,Segment 2,trial,activation,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,encouraging,accomplishment,exercises
T0238,2,Segment 2,trial,activation,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,encouraging,accomplishment,exercises
T0238_hi,2,Segment 2,trial,activation,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,encouraging,accomplishment,exercises
T0239,2,Segment 2,trial,activation,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,encouraging,accomplishment,exercises
T0239_hi,2,Segment 2,trial,activation,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,encouraging,accomplishment,exercises
T0240,2,Segment 2,trial,activation,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,encouraging,accomplishment,exercises
T0240_hi,2,Segment 2,trial,activation,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,encouraging,accomplishment,exercises
T0241,2,Segment 2,trial,conversion_readiness,unpredictability,en,Discover a new speaking exercise today!,inviting,unpredictability,exercises
T0241_hi,2,Segment 2,trial,conversion_readiness,unpredictability,hi,Discover a new बोलना अभ्यास आज!,inviting,unpredictability,exercises
T0242,2,Segment 2,trial,conversion_readiness,unpredictability,en,Try the AI tutor—see how it helps!,inviting,unpredictability,exercises
T0242_hi,2,Segment 2,trial,conversion_readiness,unpredictability,hi,आज Try the AI tutor—see how it helps!,inviting,unpredictability,exercises
T0243,2,Segment 2,trial,conversion_readiness,unpredictability,en,Unlock a surprise reward after your next exercise!,inviting,unpredictability,exercises
T0243_hi,2,Segment 2,trial,conversion_readiness,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,inviting,unpredictability,exercises
T0244,2,Segment 2,trial,conversion_readiness,unpredictability,en,What's your speaking score today? Find out!,inviting,unpredictability,exercises
T0244_hi,2,Segment 2,trial,conversion_readiness,unpredictability,hi,What's आपका बोलना score आज? Find out!,inviting,unpredictability,exercises
T0245,2,Segment 2,trial,conversion_readiness,unpredictability,en,Explore new practice scenarios—start now!,inviting,unpredictability,exercises
T0245_hi,2,Segment 2,trial,conversion_readiness,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,inviting,unpredictability,exercises
T0246,2,Segment 2,trial,conversion_readiness,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,encouraging,accomplishment,exercises
T0246_hi,2,Segment 2,trial,conversion_readiness,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,encouraging,accomplishment,exercises
T0247,2,Segment 2,trial,conversion_readiness,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,encouraging,accomplishment,exercises
T0247_hi,2,Segment 2,trial,conversion_readiness,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,encouraging,accomplishment,exercises
T0248,2,Segment 2,trial,conversion_readiness,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,encouraging,accomplishment,exercises
T0248_hi,2,Segment 2,trial,conversion_readiness,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,encouraging,accomplishment,exercises
T0249,2,Segment 2,trial,conversion_readiness,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,encouraging,accomplishment,exercises
T0249_hi,2,Segment 2,trial,conversion_readiness,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,encouraging,accomplishment,exercises
T0250,2,Segment 2,trial,conversion_readiness,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,encouraging,accomplishment,exercises
T0250_hi,2,Segment 2,trial,conversion_readiness,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,encouraging,accomplishment,exercises
T0251,2,Segment 2,trial,feature_discovery,unpredictability,en,Discover a new speaking exercise today!,inviting,unpredictability,ai_tutor
T0251_hi,2,Segment 2,trial,feature_discovery,unpredictability,hi,Discover a new बोलना अभ्यास आज!,inviting,unpredictability,ai_tutor
T0252,2,Segment 2,trial,feature_discovery,unpredictability,en,Try the AI tutor—see how it helps!,inviting,unpredictability,ai_tutor
T0252_hi,2,Segment 2,trial,feature_discovery,unpredictability,hi,आज Try the AI tutor—see how it helps!,inviting,unpredictability,ai_tutor
T0253,2,Segment 2,trial,feature_discovery,unpredictability,en,Unlock a surprise reward after your next exercise!,inviting,unpredictability,ai_tutor
T0253_hi,2,Segment 2,trial,feature_discovery,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,inviting,unpredictability,ai_tutor
T0254,2,Segment 2,trial,feature_discovery,unpredictability,en,What's your speaking score today? Find out!,inviting,unpredictability,ai_tutor
T0254_hi,2,Segment 2,trial,feature_discovery,unpredictability,hi,What's आपका बोलना score आज? Find out!,inviting,unpredictability,ai_tutor
T0255,2,Segment 2,trial,feature_discovery,unpredictability,en,Explore new practice scenarios—start now!,inviting,unpredictability,ai_tutor
T0255_hi,2,Segment 2,trial,feature_discovery,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,inviting,unpredictability,ai_tutor
T0256,2,Segment 2,trial,feature_discovery,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,encouraging,accomplishment,ai_tutor
T0256_hi,2,Segment 2,trial,feature_discovery,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,encouraging,accomplishment,ai_tutor
T0257,2,Segment 2,trial,feature_discovery,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,encouraging,accomplishment,ai_tutor
T0257_hi,2,Segment 2,trial,feature_discovery,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,encouraging,accomplishment,ai_tutor
T0258,2,Segment 2,trial,feature_discovery,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,encouraging,accomplishment,ai_tutor
T0258_hi,2,Segment 2,trial,feature_discovery,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,encouraging,accomplishment,ai_tutor
T0259,2,Segment 2,trial,feature_discovery,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,encouraging,accomplishment,ai_tutor
T0259_hi,2,Segment 2,trial,feature_discovery,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,encouraging,accomplishment,ai_tutor
T0260,2,Segment 2,trial,feature_discovery,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,encouraging,accomplishment,ai_tutor
T0260_hi,2,Segment 2,trial,feature_discovery,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,encouraging,accomplishment,ai_tutor
T0261,2,Segment 2,trial,habit_formation,unpredictability,en,Discover a new speaking exercise today!,inviting,unpredictability,streak
T0261_hi,2,Segment 2,trial,habit_formation,unpredictability,hi,Discover a new बोलना अभ्यास आज!,inviting,unpredictability,streak
T0262,2,Segment 2,trial,habit_formation,unpredictability,en,Try the AI tutor—see how it helps!,inviting,unpredictability,streak
T0262_hi,2,Segment 2,trial,habit_formation,unpredictability,hi,आज Try the AI tutor—see how it helps!,inviting,unpredictability,streak
T0263,2,Segment 2,trial,habit_formation,unpredictability,en,Unlock a surprise reward after your next exercise!,inviting,unpredictability,streak
T0263_hi,2,Segment 2,trial,habit_formation,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,inviting,unpredictability,streak
T0264,2,Segment 2,trial,habit_formation,unpredictability,en,What's your speaking score today? Find out!,inviting,unpredictability,streak
T0264_hi,2,Segment 2,trial,habit_formation,unpredictability,hi,What's आपका बोलना score आज? Find out!,inviting,unpredictability,streak
T0265,2,Segment 2,trial,habit_formation,unpredictability,en,Explore new practice scenarios—start now!,inviting,unpredictability,streak
T0265_hi,2,Segment 2,trial,habit_formation,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,inviting,unpredictability,streak
T0266,2,Segment 2,trial,habit_formation,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,encouraging,accomplishment,streak
T0266_hi,2,Segment 2,trial,habit_formation,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,encouraging,accomplishment,streak
T0267,2,Segment 2,trial,habit_formation,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,encouraging,accomplishment,streak
T0267_hi,2,Segment 2,trial,habit_formation,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,encouraging,accomplishment,streak
T0268,2,Segment 2,trial,habit_formation,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,encouraging,accomplishment,streak
T0268_hi,2,Segment 2,trial,habit_formation,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,encouraging,accomplishment,streak
T0269,2,Segment 2,trial,habit_formation,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,encouraging,accomplishment,streak
T0269_hi,2,Segment 2,trial,habit_formation,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,encouraging,accomplishment,streak
T0270,2,Segment 2,trial,habit_formation,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,encouraging,accomplishment,streak
T0270_hi,2,Segment 2,trial,habit_formation,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,encouraging,accomplishment,streak
T0271,3,Segment 3,churned,re_engagement,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,urgent,loss_avoidance,exercises
T0271_hi,3,Segment 3,churned,re_engagement,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,urgent,loss_avoidance,exercises
T0272,3,Segment 3,churned,re_engagement,loss_avoidance,en,Don't lose your {streak_current}-day streak! Practice now.,urgent,loss_avoidance,exercises
T0272_hi,3,Segment 3,churned,re_engagement,loss_avoidance,hi,Don't lose आपका {स्ट्रीक_current}-दिन स्ट्रीक! Practice now.,urgent,loss_avoidance,exercises
T0273,3,Segment 3,churned,re_engagement,loss_avoidance,en,Your progress is at risk—complete today's exercise.,urgent,loss_avoidance,exercises
T0273_hi,3,Segment 3,churned,re_engagement,loss_avoidance,hi,Your progress is at risk—पूरा करें आज's अभ्यास.,urgent,loss_avoidance,exercises
T0274,3,Segment 3,churned,re_engagement,loss_avoidance,en,Only {hours_left} hours to maintain your streak!,urgent,loss_avoidance,exercises
T0274_hi,3,Segment 3,churned,re_engagement,loss_avoidance,hi,Only {hours_left} hours to maintain आपका स्ट्रीक!,urgent,loss_avoidance,exercises
T0275,3,Segment 3,churned,re_engagement,loss_avoidance,en,Don't let your {coins_balance} coins go to waste—practice today!,urgent,loss_avoidance,exercises
T0275_hi,3,Segment 3,churned,re_engagement,loss_avoidance,hi,Don't let आपका {सिक्के_balance} सिक्के go to waste—अभ्यास करें आज!,urgent,loss_avoidance,exercises
T0276,3,Segment 3,churned,re_engagement,unpredictability,en,Discover a new speaking exercise today!,curious,unpredictability,exercises
T0276_hi,3,Segment 3,churned,re_engagement,unpredictability,hi,Discover a new बोलना अभ्यास आज!,curious,unpredictability,exercises
T0277,3,Segment 3,churned,re_engagement,unpredictability,en,Try the AI tutor—see how it helps!,curious,unpredictability,exercises
T0277_hi,3,Segment 3,churned,re_engagement,unpredictability,hi,आज Try the AI tutor—see how it helps!,curious,unpredictability,exercises
T0278,3,Segment 3,churned,re_engagement,unpredictability,en,Unlock a surprise reward after your next exercise!,curious,unpredictability,exercises
T0278_hi,3,Segment 3,churned,re_engagement,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,curious,unpredictability,exercises
T0279,3,Segment 3,churned,re_engagement,unpredictability,en,What's your speaking score today? Find out!,curious,unpredictability,exercises
T0279_hi,3,Segment 3,churned,re_engagement,unpredictability,hi,What's आपका बोलना score आज? Find out!,curious,unpredictability,exercises
T0280,3,Segment 3,churned,re_engagement,unpredictability,en,Explore new practice scenarios—start now!,curious,unpredictability,exercises
T0280_hi,3,Segment 3,churned,re_engagement,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,curious,unpredictability,exercises
T0281,3,Segment 3,inactive,activation,unpredictability,en,Discover a new speaking exercise today!,curious,unpredictability,exercises
T0281_hi,3,Segment 3,inactive,activation,unpredictability,hi,Discover a new बोलना अभ्यास आज!,curious,unpredictability,exercises
T0282,3,Segment 3,inactive,activation,unpredictability,en,Try the AI tutor—see how it helps!,curious,unpredictability,exercises
T0282_hi,3,Segment 3,inactive,activation,unpredictability,hi,आज Try the AI tutor—see how it helps!,curious,unpredictability,exercises
T0283,3,Segment 3,inactive,activation,unpredictability,en,Unlock a surprise reward after your next exercise!,curious,unpredictability,exercises
T0283_hi,3,Segment 3,inactive,activation,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,curious,unpredictability,exercises
T0284,3,Segment 3,inactive,activation,unpredictability,en,What's your speaking score today? Find out!,curious,unpredictability,exercises
T0284_hi,3,Segment 3,inactive,activation,unpredictability,hi,What's आपका बोलना score आज? Find out!,curious,unpredictability,exercises
T0285,3,Segment 3,inactive,activation,unpredictability,en,Explore new practice scenarios—start now!,curious,unpredictability,exercises
T0285_hi,3,Segment 3,inactive,activation,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,curious,unpredictability,exercises
T0286,3,Segment 3,inactive,activation,epic_meaning,en,Join 1M+ Indians becoming confident speakers!,aspirational,epic_meaning,exercises
T0286_hi,3,Segment 3,inactive,activation,epic_meaning,hi,आज Join 1M+ Indians becoming confident speakers!,aspirational,epic_meaning,exercises
T0287,3,Segment 3,inactive,activation,epic_meaning,en,Be part of the English learning revolution!,aspirational,epic_meaning,exercises
T0287_hi,3,Segment 3,inactive,activation,epic_meaning,hi,Be part of the अंग्रेजी सीखेंing revolution!,aspirational,epic_meaning,exercises
T0288,3,Segment 3,inactive,activation,epic_meaning,en,Transform your career—practice speaking today!,aspirational,epic_meaning,exercises
T0288_hi,3,Segment 3,inactive,activation,epic_meaning,hi,Transform आपका career—अभ्यास करें बोलना आज!,aspirational,epic_meaning,exercises
T0289,3,Segment 3,inactive,activation,epic_meaning,en,Join thousands improving their English daily!,aspirational,epic_meaning,exercises
T0289_hi,3,Segment 3,inactive,activation,epic_meaning,hi,Join thousands improving their अंग्रेजी daily!,aspirational,epic_meaning,exercises
